Date,bsi
2013-04-29,895.0
2013-04-30,888.0
2013-05-01,884.0
2013-05-02,880.0
2013-05-03,876.0
2013-05-04,875.0
2013-05-05,875.0
2013-05-06,875.0
2013-05-07,874.0
2013-05-08,872.0
2013-05-09,869.0
2013-05-10,866.0
2013-05-11,863.5
2013-05-12,863.5
2013-05-13,861.0
2013-05-14,857.0
2013-05-15,854.0
2013-05-16,853.0
2013-05-17,851.0
2013-05-18,851.5
2013-05-19,851.5
2013-05-20,852.0
2013-05-21,851.0
2013-05-22,853.0
2013-05-23,855.0
2013-05-24,857.0
2013-05-25,857.5
2013-05-26,857.5
2013-05-27,857.5
2013-05-28,858.0
2013-05-29,859.0
2013-05-30,865.0
2013-05-31,871.0
2013-06-01,872.0
2013-06-02,872.0
2013-06-03,873.0
2013-06-04,877.0
2013-06-05,880.0
2013-06-06,885.0
2013-06-07,889.0
2013-06-08,889.5
2013-06-09,889.5
2013-06-10,890.0
2013-06-11,892.0
2013-06-12,895.0
2013-06-13,895.0
2013-06-14,900.0
2013-06-15,900.0
2013-06-16,900.0
2013-06-17,900.0
2013-06-18,903.0
2013-06-19,909.0
2013-06-20,916.0
2013-06-21,923.0
2013-06-22,926.5
2013-06-23,926.5
2013-06-24,930.0
2013-06-25,937.0
2013-06-26,944.0
2013-06-27,950.0
2013-06-28,954.0
2013-06-29,954.0
2013-06-30,954.0
2013-07-01,954.0
2013-07-02,952.0
2013-07-03,943.0
2013-07-04,932.0
2013-07-05,924.0
2013-07-06,922.0
2013-07-07,922.0
2013-07-08,920.0
2013-07-09,911.0
2013-07-10,904.0
2013-07-11,901.0
2013-07-12,897.0
2013-07-13,895.5
2013-07-14,895.5
2013-07-15,894.0
2013-07-16,895.0
2013-07-17,894.0
2013-07-18,897.0
2013-07-19,898.0
2013-07-20,900.0
2013-07-21,900.0
2013-07-22,902.0
2013-07-23,907.0
2013-07-24,914.0
2013-07-25,917.0
2013-07-26,917.0
2013-07-27,918.0
2013-07-28,918.0
2013-07-29,919.0
2013-07-30,916.0
2013-07-31,912.0
2013-08-01,909.0
2013-08-02,908.0
2013-08-03,908.0
2013-08-04,908.0
2013-08-05,908.0
2013-08-06,907.0
2013-08-07,911.0
2013-08-08,913.0
2013-08-09,911.0
2013-08-10,910.5
2013-08-11,910.5
2013-08-12,910.0
2013-08-13,909.0
2013-08-14,910.0
2013-08-15,913.0
2013-08-16,916.0
2013-08-17,916.5
2013-08-18,916.5
2013-08-19,917.0
2013-08-20,919.0
2013-08-21,920.0
2013-08-22,925.0
2013-08-23,927.0
2013-08-24,928.0
2013-08-25,928.0
2013-08-26,928.0
2013-08-27,929.0
2013-08-28,934.0
2013-08-29,937.0
2013-08-30,939.0
2013-08-31,939.0
2013-09-01,939.0
2013-09-02,939.0
2013-09-03,939.0
2013-09-04,943.0
2013-09-05,952.0
2013-09-06,959.0
2013-09-07,962.0
2013-09-08,962.0
2013-09-09,965.0
2013-09-10,958.0
2013-09-11,954.0
2013-09-12,946.0
2013-09-13,940.0
2013-09-14,938.0
2013-09-15,938.0
2013-09-16,936.0
2013-09-17,934.0
2013-09-18,942.0
2013-09-19,951.0
2013-09-20,964.0
2013-09-21,967.5
2013-09-22,967.5
2013-09-23,971.0
2013-09-24,986.0
2013-09-25,1012.0
2013-09-26,1046.0
2013-09-27,1069.0
2013-09-28,1074.0
2013-09-29,1074.0
2013-09-30,1079.0
2013-10-01,1087.0
2013-10-02,1093.0
2013-10-03,1101.0
2013-10-04,1113.0
2013-10-05,1120.0
2013-10-06,1120.0
2013-10-07,1127.0
2013-10-08,1145.0
2013-10-09,1162.0
2013-10-10,1175.0
2013-10-11,1182.0
2013-10-12,1183.5
2013-10-13,1183.5
2013-10-14,1185.0
2013-10-15,1186.0
2013-10-16,1199.0
2013-10-17,1206.0
2013-10-18,1213.0
2013-10-19,1217.0
2013-10-20,1217.0
2013-10-21,1221.0
2013-10-22,1228.0
2013-10-23,1243.0
2013-10-24,1252.0
2013-10-25,1258.0
2013-10-26,1259.0
2013-10-27,1259.0
2013-10-28,1260.0
2013-10-29,1266.0
2013-10-30,1268.0
2013-10-31,1269.0
2013-11-01,1273.0
2013-11-02,1276.5
2013-11-03,1276.5
2013-11-04,1280.0
2013-11-05,1285.0
2013-11-06,1291.0
2013-11-07,1305.0
2013-11-08,1315.0
2013-11-09,1317.5
2013-11-10,1317.5
2013-11-11,1320.0
2013-11-12,1321.0
2013-11-13,1325.0
2013-11-14,1339.0
2013-11-15,1354.0
2013-11-16,1357.0
2013-11-17,1357.0
2013-11-18,1360.0
2013-11-19,1363.0
2013-11-20,1371.0
2013-11-21,1378.0
2013-11-22,1393.0
2013-11-23,1398.5
2013-11-24,1398.5
2013-11-25,1404.0
2013-11-26,1418.0
2013-11-27,1441.0
2013-11-28,1458.0
2013-11-29,1475.0
2013-11-30,1481.5
2013-12-01,1481.5
2013-12-02,1488.0
2013-12-03,1507.0
2013-12-04,1522.0
2013-12-05,1531.0
2013-12-06,1552.0
2013-12-07,1554.5
2013-12-08,1554.5
2013-12-09,1557.0
2013-12-10,1554.0
2013-12-11,1560.0
2013-12-12,1562.0
2013-12-13,1553.0
2013-12-14,1549.5
2013-12-15,1549.5
2013-12-16,1546.0
2013-12-17,1541.0
2013-12-18,1517.0
2013-12-19,1499.0
2013-12-20,1482.0
2013-12-21,1475.0
2013-12-22,1475.0
2013-12-23,1468.0
2013-12-24,1453.0
2013-12-25,1391.5
2013-12-26,1391.5
2013-12-27,1391.5
2013-12-28,1391.5
2013-12-29,1391.5
2013-12-30,1391.5
2013-12-31,1391.5
2014-01-01,1391.5
2014-01-02,1330.0
2014-01-03,1276.0
2014-01-04,1257.5
2014-01-05,1257.5
2014-01-06,1239.0
2014-01-07,1204.0
2014-01-08,1191.0
2014-01-09,1188.0
2014-01-10,1190.0
2014-01-11,1190.5
2014-01-12,1190.5
2014-01-13,1191.0
2014-01-14,1189.0
2014-01-15,1182.0
2014-01-16,1175.0
2014-01-17,1165.0
2014-01-18,1159.5
2014-01-19,1159.5
2014-01-20,1154.0
2014-01-21,1141.0
2014-01-22,1130.0
2014-01-23,1121.0
2014-01-24,1112.0
2014-01-25,1105.0
2014-01-26,1105.0
2014-01-27,1098.0
2014-01-28,1079.0
2014-01-29,1056.0
2014-01-30,1018.0
2014-01-31,996.0
2014-02-01,985.5
2014-02-02,985.5
2014-02-03,975.0
2014-02-04,961.0
2014-02-05,948.0
2014-02-06,937.0
2014-02-07,929.0
2014-02-08,929.0
2014-02-09,929.0
2014-02-10,929.0
2014-02-11,928.0
2014-02-12,938.0
2014-02-13,965.0
2014-02-14,998.0
2014-02-15,1012.0
2014-02-16,1012.0
2014-02-17,1026.0
2014-02-18,1049.0
2014-02-19,1068.0
2014-02-20,1087.0
2014-02-21,1098.0
2014-02-22,1097.0
2014-02-23,1097.0
2014-02-24,1096.0
2014-02-25,1096.0
2014-02-26,1097.0
2014-02-27,1100.0
2014-02-28,1103.0
2014-03-01,1105.0
2014-03-02,1105.0
2014-03-03,1107.0
2014-03-04,1115.0
2014-03-05,1116.0
2014-03-06,1122.0
2014-03-07,1131.0
2014-03-08,1134.0
2014-03-09,1134.0
2014-03-10,1137.0
2014-03-11,1149.0
2014-03-12,1159.0
2014-03-13,1173.0
2014-03-14,1183.0
2014-03-15,1187.0
2014-03-16,1187.0
2014-03-17,1191.0
2014-03-18,1198.0
2014-03-19,1200.0
2014-03-20,1205.0
2014-03-21,1209.0
2014-03-22,1208.0
2014-03-23,1208.0
2014-03-24,1207.0
2014-03-25,1201.0
2014-03-26,1180.0
2014-03-27,1139.0
2014-03-28,1115.0
2014-03-29,1102.5
2014-03-30,1102.5
2014-03-31,1090.0
2014-04-01,1068.0
2014-04-02,1047.0
2014-04-03,1025.0
2014-04-04,1003.0
2014-04-05,992.5
2014-04-06,992.5
2014-04-07,982.0
2014-04-08,965.0
2014-04-09,949.0
2014-04-10,936.0
2014-04-11,927.0
2014-04-12,924.0
2014-04-13,924.0
2014-04-14,921.0
2014-04-15,916.0
2014-04-16,909.0
2014-04-17,908.0
2014-04-18,908.5
2014-04-19,908.5
2014-04-20,908.5
2014-04-21,908.5
2014-04-22,909.0
2014-04-23,911.0
2014-04-24,909.0
2014-04-25,912.0
2014-04-26,914.0
2014-04-27,914.0
2014-04-28,916.0
2014-04-29,922.0
2014-04-30,919.0
2014-05-01,915.0
2014-05-02,915.0
2014-05-03,916.0
2014-05-04,916.0
2014-05-05,916.0
2014-05-06,917.0
2014-05-07,920.0
2014-05-08,918.0
2014-05-09,909.0
2014-05-10,907.0
2014-05-11,907.0
2014-05-12,905.0
2014-05-13,904.0
2014-05-14,904.0
2014-05-15,901.0
2014-05-16,899.0
2014-05-17,897.5
2014-05-18,897.5
2014-05-19,896.0
2014-05-20,891.0
2014-05-21,884.0
2014-05-22,872.0
2014-05-23,866.0
2014-05-24,860.5
2014-05-25,860.5
2014-05-26,860.5
2014-05-27,855.0
2014-05-28,846.0
2014-05-29,839.0
2014-05-30,830.0
2014-05-31,829.5
2014-06-01,829.5
2014-06-02,829.0
2014-06-03,829.0
2014-06-04,821.0
2014-06-05,811.0
2014-06-06,802.0
2014-06-07,799.5
2014-06-08,799.5
2014-06-09,797.0
2014-06-10,787.0
2014-06-11,774.0
2014-06-12,760.0
2014-06-13,748.0
2014-06-14,744.0
2014-06-15,744.0
2014-06-16,740.0
2014-06-17,724.0
2014-06-18,715.0
2014-06-19,708.0
2014-06-20,704.0
2014-06-21,702.5
2014-06-22,702.5
2014-06-23,701.0
2014-06-24,694.0
2014-06-25,687.0
2014-06-26,679.0
2014-06-27,678.0
2014-06-28,676.5
2014-06-29,676.5
2014-06-30,675.0
2014-07-01,676.0
2014-07-02,677.0
2014-07-03,680.0
2014-07-04,682.0
2014-07-05,684.0
2014-07-06,684.0
2014-07-07,686.0
2014-07-08,687.0
2014-07-09,684.0
2014-07-10,681.0
2014-07-11,679.0
2014-07-12,677.0
2014-07-13,677.0
2014-07-14,675.0
2014-07-15,671.0
2014-07-16,666.0
2014-07-17,660.0
2014-07-18,659.0
2014-07-19,659.0
2014-07-20,659.0
2014-07-21,659.0
2014-07-22,661.0
2014-07-23,661.0
2014-07-24,666.0
2014-07-25,679.0
2014-07-26,681.5
2014-07-27,681.5
2014-07-28,684.0
2014-07-29,688.0
2014-07-30,704.0
2014-07-31,716.0
2014-08-01,728.0
2014-08-02,734.0
2014-08-03,734.0
2014-08-04,740.0
2014-08-05,753.0
2014-08-06,767.0
2014-08-07,785.0
2014-08-08,804.0
2014-08-09,811.5
2014-08-10,811.5
2014-08-11,819.0
2014-08-12,829.0
2014-08-13,845.0
2014-08-14,861.0
2014-08-15,877.0
2014-08-16,883.0
2014-08-17,883.0
2014-08-18,889.0
2014-08-19,902.0
2014-08-20,912.0
2014-08-21,925.0
2014-08-22,937.0
2014-08-23,940.5
2014-08-24,940.5
2014-08-25,940.5
2014-08-26,944.0
2014-08-27,952.0
2014-08-28,963.0
2014-08-29,970.0
2014-08-30,973.5
2014-08-31,973.5
2014-09-01,977.0
2014-09-02,983.0
2014-09-03,988.0
2014-09-04,993.0
2014-09-05,997.0
2014-09-06,996.0
2014-09-07,996.0
2014-09-08,995.0
2014-09-09,1001.0
2014-09-10,1003.0
2014-09-11,1000.0
2014-09-12,1006.0
2014-09-13,1011.0
2014-09-14,1011.0
2014-09-15,1016.0
2014-09-16,1028.0
2014-09-17,1031.0
2014-09-18,1030.0
2014-09-19,1029.0
2014-09-20,1030.5
2014-09-21,1030.5
2014-09-22,1032.0
2014-09-23,1041.0
2014-09-24,1045.0
2014-09-25,1046.0
2014-09-26,1053.0
2014-09-27,1053.5
2014-09-28,1053.5
2014-09-29,1054.0
2014-09-30,1051.0
2014-10-01,1045.0
2014-10-02,1033.0
2014-10-03,1028.0
2014-10-04,1022.5
2014-10-05,1022.5
2014-10-06,1017.0
2014-10-07,1007.0
2014-10-08,993.0
2014-10-09,980.0
2014-10-10,970.0
2014-10-11,964.5
2014-10-12,964.5
2014-10-13,959.0
2014-10-14,952.0
2014-10-15,944.0
2014-10-16,933.0
2014-10-17,923.0
2014-10-18,919.5
2014-10-19,919.5
2014-10-20,916.0
2014-10-21,911.0
2014-10-22,907.0
2014-10-23,906.0
2014-10-24,900.0
2014-10-25,899.5
2014-10-26,899.5
2014-10-27,899.0
2014-10-28,898.0
2014-10-29,896.0
2014-10-30,891.0
2014-10-31,892.0
2014-11-01,890.5
2014-11-02,890.5
2014-11-03,889.0
2014-11-04,888.0
2014-11-05,888.0
2014-11-06,886.0
2014-11-07,881.0
2014-11-08,880.0
2014-11-09,880.0
2014-11-10,879.0
2014-11-11,876.0
2014-11-12,873.0
2014-11-13,873.0
2014-11-14,875.0
2014-11-15,875.0
2014-11-16,875.0
2014-11-17,875.0
2014-11-18,881.0
2014-11-19,904.0
2014-11-20,926.0
2014-11-21,942.0
2014-11-22,949.0
2014-11-23,949.0
2014-11-24,956.0
2014-11-25,970.0
2014-11-26,980.0
2014-11-27,984.0
2014-11-28,986.0
2014-11-29,987.5
2014-11-30,987.5
2014-12-01,989.0
2014-12-02,987.0
2014-12-03,984.0
2014-12-04,980.0
2014-12-05,971.0
2014-12-06,970.0
2014-12-07,970.0
2014-12-08,969.0
2014-12-09,966.0
2014-12-10,960.0
2014-12-11,953.0
2014-12-12,950.0
2014-12-13,948.5
2014-12-14,948.5
2014-12-15,947.0
2014-12-16,942.0
2014-12-17,932.0
2014-12-18,925.0
2014-12-19,917.0
2014-12-20,911.5
2014-12-21,911.5
2014-12-22,906.0
2014-12-23,897.0
2014-12-24,887.0
2014-12-25,885.5
2014-12-26,885.5
2014-12-27,885.5
2014-12-28,885.5
2014-12-29,885.5
2014-12-30,885.5
2014-12-31,885.5
2015-01-01,885.5
2015-01-02,884.0
2015-01-03,878.5
2015-01-04,878.5
2015-01-05,873.0
2015-01-06,861.0
2015-01-07,843.0
2015-01-08,820.0
2015-01-09,800.0
2015-01-10,789.0
2015-01-11,789.0
2015-01-12,778.0
2015-01-13,763.0
2015-01-14,752.0
2015-01-15,735.0
2015-01-16,716.0
2015-01-17,707.5
2015-01-18,707.5
2015-01-19,699.0
2015-01-20,684.0
2015-01-21,673.0
2015-01-22,659.0
2015-01-23,650.0
2015-01-24,646.0
2015-01-25,646.0
2015-01-26,642.0
2015-01-27,632.0
2015-01-28,618.0
2015-01-29,599.0
2015-01-30,585.0
2015-01-31,576.0
2015-02-01,576.0
2015-02-02,567.0
2015-02-03,556.0
2015-02-04,545.0
2015-02-05,538.0
2015-02-06,530.0
2015-02-07,526.5
2015-02-08,526.5
2015-02-09,523.0
2015-02-10,516.0
2015-02-11,508.0
2015-02-12,496.0
2015-02-13,486.0
2015-02-14,483.0
2015-02-15,483.0
2015-02-16,480.0
2015-02-17,480.0
2015-02-18,478.0
2015-02-19,483.0
2015-02-20,490.0
2015-02-21,491.0
2015-02-22,491.0
2015-02-23,492.0
2015-02-24,490.0
2015-02-25,496.0
2015-02-26,506.0
2015-02-27,515.0
2015-02-28,521.5
2015-03-01,521.5
2015-03-02,528.0
2015-03-03,541.0
2015-03-04,550.0
2015-03-05,560.0
2015-03-06,566.0
2015-03-07,569.5
2015-03-08,569.5
2015-03-09,573.0
2015-03-10,580.0
2015-03-11,589.0
2015-03-12,596.0
2015-03-13,606.0
2015-03-14,608.5
2015-03-15,608.5
2015-03-16,611.0
2015-03-17,616.0
2015-03-18,623.0
2015-03-19,627.0
2015-03-20,635.0
2015-03-21,637.5
2015-03-22,637.5
2015-03-23,640.0
2015-03-24,645.0
2015-03-25,648.0
2015-03-26,648.0
2015-03-27,647.0
2015-03-28,648.0
2015-03-29,648.0
2015-03-30,649.0
2015-03-31,650.0
2015-04-01,646.0
2015-04-02,636.0
2015-04-03,633.5
2015-04-04,633.5
2015-04-05,633.5
2015-04-06,633.5
2015-04-07,631.0
2015-04-08,624.0
2015-04-09,617.0
2015-04-10,613.0
2015-04-11,611.0
2015-04-12,611.0
2015-04-13,609.0
2015-04-14,608.0
2015-04-15,608.0
2015-04-16,612.0
2015-04-17,619.0
2015-04-18,618.5
2015-04-19,618.5
2015-04-20,618.0
2015-04-21,619.0
2015-04-22,620.0
2015-04-23,621.0
2015-04-24,624.0
2015-04-25,625.0
2015-04-26,625.0
2015-04-27,626.0
2015-04-28,628.0
2015-04-29,627.0
2015-04-30,625.0
2015-05-01,621.0
2015-05-02,619.5
2015-05-03,619.5
2015-05-04,619.5
2015-05-05,618.0
2015-05-06,618.0
2015-05-07,618.0
2015-05-08,618.0
2015-05-09,617.5
2015-05-10,617.5
2015-05-11,617.0
2015-05-12,619.0
2015-05-13,624.0
2015-05-14,626.0
2015-05-15,628.0
2015-05-16,627.0
2015-05-17,627.0
2015-05-18,626.0
2015-05-19,625.0
2015-05-20,623.0
2015-05-21,624.0
2015-05-22,627.0
2015-05-23,629.0
2015-05-24,629.0
2015-05-25,629.0
2015-05-26,631.0
2015-05-27,635.0
2015-05-28,642.0
2015-05-29,647.0
2015-05-30,649.5
2015-05-31,649.5
2015-06-01,652.0
2015-06-02,653.0
2015-06-03,654.0
2015-06-04,654.0
2015-06-05,656.0
2015-06-06,655.5
2015-06-07,655.5
2015-06-08,655.0
2015-06-09,654.0
2015-06-10,661.0
2015-06-11,669.0
2015-06-12,678.0
2015-06-13,681.5
2015-06-14,681.5
2015-06-15,685.0
2015-06-16,695.0
2015-06-17,706.0
2015-06-18,715.0
2015-06-19,721.0
2015-06-20,721.5
2015-06-21,721.5
2015-06-22,722.0
2015-06-23,721.0
2015-06-24,723.0
2015-06-25,723.0
2015-06-26,723.0
2015-06-27,722.5
2015-06-28,722.5
2015-06-29,722.0
2015-06-30,715.0
2015-07-01,713.0
2015-07-02,712.0
2015-07-03,716.0
2015-07-04,719.5
2015-07-05,719.5
2015-07-06,723.0
2015-07-07,742.0
2015-07-08,750.0
2015-07-09,759.0
2015-07-10,767.0
2015-07-11,770.5
2015-07-12,770.5
2015-07-13,774.0
2015-07-14,784.0
2015-07-15,801.0
2015-07-16,823.0
2015-07-17,846.0
2015-07-18,854.0
2015-07-19,854.0
2015-07-20,862.0
2015-07-21,875.0
2015-07-22,889.0
2015-07-23,896.0
2015-07-24,899.0
2015-07-25,901.0
2015-07-26,901.0
2015-07-27,903.0
2015-07-28,903.0
2015-07-29,898.0
2015-07-30,892.0
2015-07-31,899.0
2015-08-01,899.5
2015-08-02,899.5
2015-08-03,900.0
2015-08-04,899.0
2015-08-05,901.0
2015-08-06,904.0
2015-08-07,904.0
2015-08-08,902.5
2015-08-09,902.5
2015-08-10,901.0
2015-08-11,900.0
2015-08-12,899.0
2015-08-13,901.0
2015-08-14,905.0
2015-08-15,906.5
2015-08-16,906.5
2015-08-17,908.0
2015-08-18,915.0
2015-08-19,920.0
2015-08-20,924.0
2015-08-21,930.0
2015-08-22,931.5
2015-08-23,931.5
2015-08-24,933.0
2015-08-25,934.0
2015-08-26,933.0
2015-08-27,931.0
2015-08-28,925.0
2015-08-29,918.5
2015-08-30,918.5
2015-08-31,918.5
2015-09-01,912.0
2015-09-02,896.0
2015-09-03,882.0
2015-09-04,870.0
2015-09-05,863.5
2015-09-06,863.5
2015-09-07,857.0
2015-09-08,848.0
2015-09-09,838.0
2015-09-10,824.0
2015-09-11,810.0
2015-09-12,804.5
2015-09-13,804.5
2015-09-14,799.0
2015-09-15,789.0
2015-09-16,783.0
2015-09-17,772.0
2015-09-18,762.0
2015-09-19,759.5
2015-09-20,759.5
2015-09-21,757.0
2015-09-22,749.0
2015-09-23,742.0
2015-09-24,738.0
2015-09-25,733.0
2015-09-26,728.5
2015-09-27,728.5
2015-09-28,724.0
2015-09-29,713.0
2015-09-30,703.0
2015-10-01,695.0
2015-10-02,691.0
2015-10-03,689.5
2015-10-04,689.5
2015-10-05,688.0
2015-10-06,681.0
2015-10-07,676.0
2015-10-08,672.0
2015-10-09,669.0
2015-10-10,667.5
2015-10-11,667.5
2015-10-12,666.0
2015-10-13,664.0
2015-10-14,662.0
2015-10-15,661.0
2015-10-16,658.0
2015-10-17,657.0
2015-10-18,657.0
2015-10-19,656.0
2015-10-20,654.0
2015-10-21,652.0
2015-10-22,649.0
2015-10-23,648.0
2015-10-24,647.0
2015-10-25,647.0
2015-10-26,646.0
2015-10-27,645.0
2015-10-28,643.0
2015-10-29,633.0
2015-10-30,629.0
2015-10-31,624.5
2015-11-01,624.5
2015-11-02,620.0
2015-11-03,609.0
2015-11-04,596.0
2015-11-05,584.0
2015-11-06,571.0
2015-11-07,566.5
2015-11-08,566.5
2015-11-09,562.0
2015-11-10,554.0
2015-11-11,543.0
2015-11-12,533.0
2015-11-13,523.0
2015-11-14,519.5
2015-11-15,519.5
2015-11-16,516.0
2015-11-17,504.0
2015-11-18,491.0
2015-11-19,479.0
2015-11-20,472.0
2015-11-21,470.5
2015-11-22,470.5
2015-11-23,469.0
2015-11-24,467.0
2015-11-25,467.0
2015-11-26,467.0
2015-11-27,467.0
2015-11-28,468.0
2015-11-29,468.0
2015-11-30,469.0
2015-12-01,471.0
2015-12-02,472.0
2015-12-03,470.0
2015-12-04,469.0
2015-12-05,467.0
