Date,brent_oil
2019-04-18,71.97
2019-04-19,73.005
2019-04-20,73.005
2019-04-21,73.005
2019-04-22,74.04
2019-04-23,74.51
2019-04-24,74.57
2019-04-25,74.35
2019-04-26,72.15
2019-04-27,72.095
2019-04-28,72.095
2019-04-29,72.04
2019-04-30,72.8
2019-05-01,72.18
2019-05-02,70.75
2019-05-03,70.85
2019-05-04,71.04499999999999
2019-05-05,71.04499999999999
2019-05-06,71.24
2019-05-07,69.88
2019-05-08,70.37
2019-05-09,70.39
2019-05-10,70.62
2019-05-11,70.42500000000001
2019-05-12,70.42500000000001
2019-05-13,70.23
2019-05-14,71.24
2019-05-15,71.77
2019-05-16,72.62
2019-05-17,72.21
2019-05-18,72.09
2019-05-19,72.09
2019-05-20,71.97
2019-05-21,72.18
2019-05-22,70.99
2019-05-23,67.76
2019-05-24,68.69
2019-05-25,69.4
2019-05-26,69.4
2019-05-27,70.11
2019-05-28,70.11
2019-05-29,69.45
2019-05-30,66.87
2019-05-31,64.49
2019-06-01,62.885
2019-06-02,62.885
2019-06-03,61.28
2019-06-04,61.97
2019-06-05,60.63
2019-06-06,61.67
2019-06-07,63.29
2019-06-08,62.79
2019-06-09,62.79
2019-06-10,62.29
2019-06-11,62.29
2019-06-12,59.97
2019-06-13,61.31
2019-06-14,62.01
2019-06-15,61.474999999999994
2019-06-16,61.474999999999994
2019-06-17,60.94
2019-06-18,62.14
2019-06-19,61.82
2019-06-20,64.45
2019-06-21,65.2
2019-06-22,65.03
2019-06-23,65.03
2019-06-24,64.86
2019-06-25,65.05
2019-06-26,66.49
2019-06-27,66.55
2019-06-28,66.55
2019-06-29,65.805
2019-06-30,65.805
2019-07-01,65.06
2019-07-02,62.4
2019-07-03,63.82
2019-07-04,63.3
2019-07-05,64.23
2019-07-06,64.17
2019-07-07,64.17
2019-07-08,64.11
2019-07-09,64.16
2019-07-10,67.01
2019-07-11,66.52
2019-07-12,66.72
2019-07-13,66.6
2019-07-14,66.6
2019-07-15,66.48
2019-07-16,64.35
2019-07-17,63.66
2019-07-18,61.93
2019-07-19,62.47
2019-07-20,62.864999999999995
2019-07-21,62.864999999999995
2019-07-22,63.26
2019-07-23,63.83
2019-07-24,63.18
2019-07-25,63.39
2019-07-26,63.46
2019-07-27,63.585
2019-07-28,63.585
2019-07-29,63.71
2019-07-30,64.72
2019-07-31,65.17
2019-08-01,60.5
2019-08-02,61.89
2019-08-03,60.85
2019-08-04,60.85
2019-08-05,59.81
2019-08-06,58.94
2019-08-07,56.23
2019-08-08,57.38
2019-08-09,58.53
2019-08-10,58.55
2019-08-11,58.55
2019-08-12,58.57
2019-08-13,61.3
2019-08-14,59.48
2019-08-15,58.23
2019-08-16,58.64
2019-08-17,59.19
2019-08-18,59.19
2019-08-19,59.74
2019-08-20,60.03
2019-08-21,60.3
2019-08-22,59.92
2019-08-23,59.34
2019-08-24,59.02
2019-08-25,59.02
2019-08-26,58.7
2019-08-27,59.51
2019-08-28,60.49
2019-08-29,61.08
2019-08-30,60.43
2019-08-31,59.545
2019-09-01,59.545
2019-09-02,58.66
2019-09-03,58.26
2019-09-04,60.7
2019-09-05,60.95
2019-09-06,61.54
2019-09-07,62.065
2019-09-08,62.065
2019-09-09,62.59
2019-09-10,62.38
2019-09-11,60.81
2019-09-12,60.38
2019-09-13,60.22
2019-09-14,64.62
2019-09-15,64.62
2019-09-16,69.02
2019-09-17,64.55
2019-09-18,63.6
2019-09-19,64.4
2019-09-20,64.28
2019-09-21,64.525
2019-09-22,64.525
2019-09-23,64.77
2019-09-24,63.1
2019-09-25,62.39
2019-09-26,62.74
2019-09-27,61.91
2019-09-28,61.345
2019-09-29,61.345
2019-09-30,60.78
2019-10-01,58.89
2019-10-02,57.69
2019-10-03,57.71
2019-10-04,58.37
2019-10-05,58.36
2019-10-06,58.36
2019-10-07,58.35
2019-10-08,58.24
2019-10-09,58.32
2019-10-10,59.1
2019-10-11,60.51
2019-10-12,59.93
2019-10-13,59.93
2019-10-14,59.35
2019-10-15,58.74
2019-10-16,59.42
2019-10-17,59.91
2019-10-18,59.42
2019-10-19,59.19
2019-10-20,59.19
2019-10-21,58.96
2019-10-22,59.7
2019-10-23,61.17
2019-10-24,61.67
2019-10-25,62.02
2019-10-26,61.795
2019-10-27,61.795
2019-10-28,61.57
2019-10-29,61.59
2019-10-30,60.61
2019-10-31,60.23
2019-11-01,61.69
2019-11-02,61.91
2019-11-03,61.91
2019-11-04,62.13
2019-11-05,62.96
2019-11-06,61.74
2019-11-07,62.29
2019-11-08,62.51
2019-11-09,62.345
2019-11-10,62.345
2019-11-11,62.18
2019-11-12,62.06
2019-11-13,62.37
2019-11-14,62.28
2019-11-15,63.3
2019-11-16,62.87
2019-11-17,62.87
2019-11-18,62.44
2019-11-19,60.91
2019-11-20,62.4
2019-11-21,63.97
2019-11-22,63.39
2019-11-23,63.519999999999996
2019-11-24,63.519999999999996
2019-11-25,63.65
2019-11-26,64.27
2019-11-27,64.06
2019-11-28,63.87
2019-11-29,62.43
2019-11-30,61.675
2019-12-01,61.675
2019-12-02,60.92
2019-12-03,60.82
2019-12-04,63.0
2019-12-05,63.39
2019-12-06,64.39
2019-12-07,64.32
2019-12-08,64.32
2019-12-09,64.25
2019-12-10,64.34
2019-12-11,63.72
2019-12-12,64.2
2019-12-13,65.22
2019-12-14,65.28
2019-12-15,65.28
2019-12-16,65.34
2019-12-17,66.1
2019-12-18,66.17
2019-12-19,66.54
2019-12-20,66.14
2019-12-21,66.265
2019-12-22,66.265
2019-12-23,66.39
2019-12-24,67.2
2019-12-25,67.56
2019-12-26,67.92
2019-12-27,68.16
2019-12-28,68.3
2019-12-29,68.3
2019-12-30,68.44
2019-12-31,66.0
2020-01-01,66.125
2020-01-02,66.25
2020-01-03,68.6
2020-01-04,68.755
2020-01-05,68.755
2020-01-06,68.91
2020-01-07,68.27
2020-01-08,65.44
2020-01-09,65.37
2020-01-10,64.98
2020-01-11,64.59
2020-01-12,64.59
2020-01-13,64.2
2020-01-14,64.49
2020-01-15,64.0
2020-01-16,64.62
2020-01-17,64.85
2020-01-18,65.025
2020-01-19,65.025
2020-01-20,65.2
2020-01-21,64.59
2020-01-22,63.21
2020-01-23,62.04
2020-01-24,60.69
2020-01-25,60.004999999999995
2020-01-26,60.004999999999995
2020-01-27,59.32
2020-01-28,59.51
2020-01-29,59.81
2020-01-30,58.29
2020-01-31,58.16
2020-02-01,56.305
2020-02-02,56.305
2020-02-03,54.45
2020-02-04,53.96
2020-02-05,55.28
2020-02-06,54.93
2020-02-07,54.47
2020-02-08,53.870000000000005
2020-02-09,53.870000000000005
2020-02-10,53.27
2020-02-11,54.01
2020-02-12,55.79
2020-02-13,56.34
2020-02-14,57.32
2020-02-15,57.495000000000005
2020-02-16,57.495000000000005
2020-02-17,57.67
2020-02-18,57.75
2020-02-19,59.12
2020-02-20,59.31
2020-02-21,58.5
2020-02-22,57.4
2020-02-23,57.4
2020-02-24,56.3
2020-02-25,54.95
2020-02-26,53.43
2020-02-27,52.18
2020-02-28,50.52
2020-02-29,50.865
2020-03-01,51.21
2020-03-02,51.9
2020-03-03,51.86
2020-03-04,51.13
2020-03-05,49.99
2020-03-06,45.27
2020-03-07,39.815
2020-03-08,39.815
2020-03-09,34.36
2020-03-10,37.22
2020-03-11,35.79
2020-03-12,33.22
2020-03-13,33.85
2020-03-14,31.950000000000003
2020-03-15,31.950000000000003
2020-03-16,30.05
2020-03-17,28.73
2020-03-18,24.88
2020-03-19,28.47
2020-03-20,26.98
2020-03-21,27.005000000000003
2020-03-22,27.005000000000003
2020-03-23,27.03
2020-03-24,27.15
2020-03-25,27.39
2020-03-26,26.34
2020-03-27,24.93
2020-03-28,23.845
2020-03-29,23.845
2020-03-30,22.76
2020-03-31,22.74
2020-04-01,24.74
2020-04-02,29.94
2020-04-03,34.11
2020-04-04,33.58
2020-04-05,33.58
2020-04-06,33.05
2020-04-07,31.87
2020-04-08,32.84
2020-04-09,31.48
2020-04-10,31.61
2020-04-11,31.61
2020-04-12,31.61
2020-04-13,31.74
2020-04-14,29.6
2020-04-15,27.69
2020-04-16,27.82
2020-04-17,28.08
2020-04-18,26.825
2020-04-19,26.825
2020-04-20,25.57
2020-04-21,19.33
2020-04-22,20.37
2020-04-23,21.33
2020-04-24,21.44
2020-04-25,20.715
2020-04-26,20.715
2020-04-27,19.99
2020-04-28,20.46
2020-04-29,22.54
2020-04-30,25.27
2020-05-01,26.44
2020-05-02,26.82
2020-05-03,26.82
2020-05-04,27.2
2020-05-05,30.97
2020-05-06,29.72
2020-05-07,29.46
2020-05-08,30.97
2020-05-09,30.299999999999997
2020-05-10,30.299999999999997
2020-05-11,29.63
2020-05-12,29.98
2020-05-13,29.19
2020-05-14,31.13
2020-05-15,32.5
2020-05-16,33.655
2020-05-17,33.655
2020-05-18,34.81
2020-05-19,34.65
2020-05-20,35.75
2020-05-21,36.06
2020-05-22,35.13
2020-05-23,35.33
2020-05-24,35.33
2020-05-25,35.53
2020-05-26,36.17
2020-05-27,34.74
2020-05-28,35.29
2020-05-29,35.33
2020-05-30,36.825
2020-05-31,36.825
2020-06-01,38.32
2020-06-02,39.57
2020-06-03,39.79
2020-06-04,39.99
2020-06-05,42.3
2020-06-06,41.55
2020-06-07,41.55
2020-06-08,40.8
2020-06-09,41.18
2020-06-10,41.73
2020-06-11,38.55
2020-06-12,38.73
2020-06-13,39.224999999999994
2020-06-14,39.224999999999994
2020-06-15,39.72
2020-06-16,40.96
2020-06-17,40.71
2020-06-18,41.51
2020-06-19,42.19
2020-06-20,42.635
2020-06-21,42.635
2020-06-22,43.08
2020-06-23,42.63
2020-06-24,40.31
2020-06-25,41.05
2020-06-26,41.02
2020-06-27,41.365
2020-06-28,41.365
2020-06-29,41.71
2020-06-30,41.15
2020-07-01,42.03
2020-07-02,43.14
2020-07-03,42.8
2020-07-04,42.95
2020-07-05,42.95
2020-07-06,43.1
2020-07-07,43.08
2020-07-08,43.29
2020-07-09,42.35
2020-07-10,43.24
2020-07-11,42.980000000000004
2020-07-12,42.980000000000004
2020-07-13,42.72
2020-07-14,42.9
2020-07-15,43.79
2020-07-16,43.37
2020-07-17,43.14
2020-07-18,43.21
2020-07-19,43.21
2020-07-20,43.28
2020-07-21,44.32
2020-07-22,44.29
2020-07-23,43.31
2020-07-24,43.34
2020-07-25,43.375
2020-07-26,43.375
2020-07-27,43.41
2020-07-28,43.22
2020-07-29,43.75
2020-07-30,42.94
2020-07-31,43.3
2020-08-01,43.724999999999994
2020-08-02,43.724999999999994
2020-08-03,44.15
2020-08-04,44.43
2020-08-05,45.17
2020-08-06,45.09
2020-08-07,44.4
2020-08-08,44.695
2020-08-09,44.695
2020-08-10,44.99
2020-08-11,44.5
2020-08-12,45.43
2020-08-13,44.96
2020-08-14,44.8
2020-08-15,45.084999999999994
2020-08-16,45.084999999999994
2020-08-17,45.37
2020-08-18,45.46
2020-08-19,45.37
2020-08-20,44.9
2020-08-21,44.35
2020-08-22,44.74
2020-08-23,44.74
2020-08-24,45.13
2020-08-25,45.86
2020-08-26,45.64
2020-08-27,45.09
2020-08-28,45.05
2020-08-29,45.165
2020-08-30,45.165
2020-08-31,45.28
2020-09-01,45.58
2020-09-02,44.43
2020-09-03,44.07
2020-09-04,42.66
2020-09-05,42.334999999999994
2020-09-06,42.334999999999994
2020-09-07,42.01
2020-09-08,39.78
2020-09-09,40.79
2020-09-10,40.06
2020-09-11,39.83
2020-09-12,39.72
2020-09-13,39.72
2020-09-14,39.61
2020-09-15,40.53
2020-09-16,42.22
2020-09-17,43.3
2020-09-18,43.15
2020-09-19,42.295
2020-09-20,42.295
2020-09-21,41.44
2020-09-22,41.72
2020-09-23,41.77
2020-09-24,41.94
2020-09-25,41.92
2020-09-26,42.175
2020-09-27,42.175
2020-09-28,42.43
2020-09-29,41.03
2020-09-30,40.95
2020-10-01,40.93
2020-10-02,39.27
2020-10-03,40.28
2020-10-04,40.28
2020-10-05,41.29
2020-10-06,42.65
2020-10-07,41.99
2020-10-08,43.34
2020-10-09,42.85
2020-10-10,42.285
2020-10-11,42.285
2020-10-12,41.72
2020-10-13,42.45
2020-10-14,43.32
2020-10-15,43.16
2020-10-16,42.93
2020-10-17,42.775
2020-10-18,42.775
2020-10-19,42.62
2020-10-20,43.16
2020-10-21,41.73
2020-10-22,42.46
2020-10-23,41.77
2020-10-24,41.115
2020-10-25,41.115
2020-10-26,40.46
2020-10-27,41.2
2020-10-28,39.12
2020-10-29,37.65
2020-10-30,37.46
2020-10-31,38.215
2020-11-01,38.215
2020-11-02,38.97
2020-11-03,39.71
2020-11-04,41.23
2020-11-05,40.93
2020-11-06,39.45
2020-11-07,40.925
2020-11-08,40.925
2020-11-09,42.4
2020-11-10,43.61
2020-11-11,43.8
2020-11-12,43.53
2020-11-13,42.78
2020-11-14,43.3
2020-11-15,43.3
2020-11-16,43.82
2020-11-17,43.75
2020-11-18,44.34
2020-11-19,44.2
2020-11-20,44.96
2020-11-21,45.510000000000005
2020-11-22,45.510000000000005
2020-11-23,46.06
2020-11-24,47.86
2020-11-25,48.61
2020-11-26,47.8
2020-11-27,48.18
2020-11-28,47.885000000000005
2020-11-29,47.885000000000005
2020-11-30,47.59
2020-12-01,47.42
2020-12-02,48.25
2020-12-03,48.71
2020-12-04,49.25
2020-12-05,49.019999999999996
2020-12-06,49.019999999999996
2020-12-07,48.79
2020-12-08,48.84
2020-12-09,48.86
2020-12-10,50.25
2020-12-11,49.97
2020-12-12,50.129999999999995
2020-12-13,50.129999999999995
2020-12-14,50.29
2020-12-15,50.76
2020-12-16,51.08
2020-12-17,51.5
2020-12-18,52.26
2020-12-19,51.584999999999994
2020-12-20,51.584999999999994
2020-12-21,50.91
2020-12-22,50.08
2020-12-23,51.2
2020-12-24,51.29
2020-12-25,51.075
2020-12-26,51.075
2020-12-27,51.075
2020-12-28,50.86
2020-12-29,51.09
2020-12-30,51.34
2020-12-31,51.8
2021-01-01,51.445
2021-01-02,51.445
2021-01-03,51.445
2021-01-04,51.09
2021-01-05,53.6
2021-01-06,54.3
2021-01-07,54.38
2021-01-08,55.99
2021-01-09,55.825
2021-01-10,55.825
2021-01-11,55.66
2021-01-12,56.58
2021-01-13,56.06
2021-01-14,56.42
2021-01-15,55.1
2021-01-16,54.925
2021-01-17,54.925
2021-01-18,54.75
2021-01-19,55.9
2021-01-20,56.08
2021-01-21,56.1
2021-01-22,55.41
2021-01-23,55.644999999999996
2021-01-24,55.644999999999996
2021-01-25,55.88
2021-01-26,55.91
2021-01-27,55.81
2021-01-28,55.53
2021-01-29,55.88
2021-01-30,56.115
2021-01-31,56.115
2021-02-01,56.35
2021-02-02,57.46
2021-02-03,58.46
2021-02-04,58.84
2021-02-05,59.34
2021-02-06,59.95
2021-02-07,59.95
2021-02-08,60.56
2021-02-09,61.09
2021-02-10,61.47
2021-02-11,61.14
2021-02-12,62.43
2021-02-13,62.864999999999995
2021-02-14,62.864999999999995
2021-02-15,63.3
2021-02-16,63.35
2021-02-17,64.34
2021-02-18,63.93
2021-02-19,62.91
2021-02-20,64.07499999999999
2021-02-21,64.07499999999999
2021-02-22,65.24
2021-02-23,65.37
2021-02-24,67.04
2021-02-25,66.88
2021-02-26,66.13
2021-02-27,64.91
2021-02-28,64.91
2021-03-01,63.69
2021-03-02,62.7
2021-03-03,64.07
2021-03-04,66.74
2021-03-05,69.36
2021-03-06,68.8
2021-03-07,68.8
2021-03-08,68.24
2021-03-09,67.52
2021-03-10,67.9
2021-03-11,69.63
2021-03-12,69.22
2021-03-13,69.05
2021-03-14,69.05
2021-03-15,68.88
2021-03-16,68.39
2021-03-17,68.0
2021-03-18,63.28
2021-03-19,64.53
2021-03-20,64.575
2021-03-21,64.575
2021-03-22,64.62
2021-03-23,60.79
2021-03-24,64.41
2021-03-25,61.95
2021-03-26,64.57
2021-03-27,64.775
2021-03-28,64.775
2021-03-29,64.98
2021-03-30,64.14
2021-03-31,63.54
2021-04-01,64.86
2021-04-02,63.504999999999995
2021-04-03,63.504999999999995
2021-04-04,63.504999999999995
2021-04-05,62.15
2021-04-06,62.74
2021-04-07,63.16
2021-04-08,63.2
2021-04-09,62.95
2021-04-10,63.115
2021-04-11,63.115
2021-04-12,63.28
2021-04-13,63.67
2021-04-14,66.58
2021-04-15,66.94
2021-04-16,66.77
2021-04-17,66.91
2021-04-18,66.91
2021-04-19,67.05
2021-04-20,66.57
2021-04-21,65.32
2021-04-22,65.4
2021-04-23,66.11
2021-04-24,65.88
2021-04-25,65.88
2021-04-26,65.65
2021-04-27,66.42
2021-04-28,67.27
2021-04-29,68.56
2021-04-30,67.25
2021-05-01,67.405
2021-05-02,67.405
2021-05-03,67.56
2021-05-04,68.88
2021-05-05,68.96
2021-05-06,68.09
2021-05-07,68.28
2021-05-08,68.3
2021-05-09,68.3
2021-05-10,68.32
2021-05-11,68.55
2021-05-12,69.32
2021-05-13,67.05
2021-05-14,68.71
2021-05-15,69.085
2021-05-16,69.085
2021-05-17,69.46
2021-05-18,68.71
2021-05-19,66.66
2021-05-20,65.11
2021-05-21,66.44
2021-05-22,67.44999999999999
2021-05-23,67.44999999999999
2021-05-24,68.46
2021-05-25,68.65
2021-05-26,68.87
2021-05-27,69.46
2021-05-28,69.63
2021-05-29,69.475
2021-05-30,69.475
2021-05-31,69.32
2021-06-01,70.25
2021-06-02,71.35
2021-06-03,71.31
2021-06-04,71.89
2021-06-05,71.69
2021-06-06,71.69
2021-06-07,71.49
2021-06-08,72.22
2021-06-09,72.22
2021-06-10,72.52
2021-06-11,72.69
2021-06-12,72.775
2021-06-13,72.775
2021-06-14,72.86
2021-06-15,73.99
2021-06-16,74.39
2021-06-17,73.08
2021-06-18,73.51
2021-06-19,74.20500000000001
2021-06-20,74.20500000000001
2021-06-21,74.9
2021-06-22,74.81
2021-06-23,75.19
2021-06-24,75.56
2021-06-25,76.18
2021-06-26,75.43
2021-06-27,75.43
2021-06-28,74.68
2021-06-29,74.76
2021-06-30,75.13
2021-07-01,75.84
2021-07-02,76.17
2021-07-03,76.66499999999999
2021-07-04,76.66499999999999
2021-07-05,77.16
2021-07-06,74.53
2021-07-07,73.43
2021-07-08,74.12
2021-07-09,75.55
2021-07-10,75.35499999999999
2021-07-11,75.35499999999999
2021-07-12,75.16
2021-07-13,76.49
2021-07-14,74.76
2021-07-15,73.47
2021-07-16,73.59
2021-07-17,71.105
2021-07-18,71.105
2021-07-19,68.62
2021-07-20,69.35
2021-07-21,72.23
2021-07-22,73.79
2021-07-23,74.1
2021-07-24,74.3
2021-07-25,74.3
2021-07-26,74.5
2021-07-27,74.48
2021-07-28,74.74
2021-07-29,76.05
2021-07-30,76.33
2021-07-31,74.61
2021-08-01,74.61
2021-08-02,72.89
2021-08-03,72.41
2021-08-04,70.38
2021-08-05,71.29
2021-08-06,70.7
2021-08-07,69.87
2021-08-08,69.87
2021-08-09,69.04
2021-08-10,70.63
2021-08-11,71.44
2021-08-12,71.31
2021-08-13,70.59
2021-08-14,70.05000000000001
2021-08-15,70.05000000000001
2021-08-16,69.51
2021-08-17,69.03
2021-08-18,68.23
2021-08-19,66.45
2021-08-20,65.18
2021-08-21,66.965
2021-08-22,66.965
2021-08-23,68.75
2021-08-24,71.05
2021-08-25,72.25
2021-08-26,71.07
2021-08-27,72.7
2021-08-28,73.055
2021-08-29,73.055
2021-08-30,73.41
2021-08-31,72.99
2021-09-01,71.59
2021-09-02,73.03
2021-09-03,72.61
2021-09-04,72.41499999999999
2021-09-05,72.41499999999999
2021-09-06,72.22
2021-09-07,71.69
2021-09-08,72.6
2021-09-09,71.45
2021-09-10,72.92
2021-09-11,73.215
2021-09-12,73.215
2021-09-13,73.51
2021-09-14,73.6
2021-09-15,75.46
2021-09-16,75.67
2021-09-17,75.34
2021-09-18,74.63
2021-09-19,74.63
2021-09-20,73.92
2021-09-21,74.36
2021-09-22,76.19
2021-09-23,77.25
2021-09-24,78.09
2021-09-25,78.81
2021-09-26,78.81
2021-09-27,79.53
2021-09-28,79.09
2021-09-29,78.64
2021-09-30,78.52
2021-10-01,79.28
2021-10-02,80.27000000000001
2021-10-03,80.27000000000001
2021-10-04,81.26
2021-10-05,82.56
2021-10-06,81.08
2021-10-07,81.95
2021-10-08,82.39
2021-10-09,83.02000000000001
2021-10-10,83.02000000000001
2021-10-11,83.65
2021-10-12,83.42
2021-10-13,83.18
2021-10-14,84.0
2021-10-15,84.86
2021-10-16,84.595
2021-10-17,84.595
2021-10-18,84.33
2021-10-19,85.08
2021-10-20,85.82
2021-10-21,84.61
2021-10-22,85.53
2021-10-23,85.75999999999999
2021-10-24,85.75999999999999
2021-10-25,85.99
2021-10-26,86.4
2021-10-27,84.58
2021-10-28,84.32
2021-10-29,84.38
2021-10-30,84.54499999999999
2021-10-31,84.54499999999999
2021-11-01,84.71
2021-11-02,84.72
2021-11-03,81.99
2021-11-04,80.54
2021-11-05,82.74
2021-11-06,83.08500000000001
2021-11-07,83.08500000000001
2021-11-08,83.43
2021-11-09,84.78
2021-11-10,82.64
2021-11-11,82.87
2021-11-12,82.17
2021-11-13,82.11
2021-11-14,82.11
2021-11-15,82.05
2021-11-16,82.43
2021-11-17,80.28
2021-11-18,81.24
2021-11-19,78.89
2021-11-20,79.295
2021-11-21,79.295
2021-11-22,79.7
2021-11-23,82.31
2021-11-24,82.25
2021-11-25,82.22
2021-11-26,72.72
2021-11-27,73.08
2021-11-28,73.08
2021-11-29,73.44
2021-11-30,70.57
2021-12-01,68.87
2021-12-02,69.67
2021-12-03,69.88
2021-12-04,71.47999999999999
2021-12-05,71.47999999999999
2021-12-06,73.08
2021-12-07,75.44
2021-12-08,75.82
2021-12-09,74.42
2021-12-10,75.15
2021-12-11,74.77000000000001
2021-12-12,74.77000000000001
2021-12-13,74.39
2021-12-14,73.7
2021-12-15,73.88
2021-12-16,75.02
2021-12-17,73.52
2021-12-18,72.52
2021-12-19,72.52
2021-12-20,71.52
2021-12-21,73.98
2021-12-22,75.29
2021-12-23,76.85
2021-12-24,76.14
2021-12-25,77.37
2021-12-26,77.37
2021-12-27,78.6
2021-12-28,78.94
2021-12-29,79.23
2021-12-30,79.32
2021-12-31,77.78
2022-01-01,78.38
2022-01-02,78.38
2022-01-03,78.98
2022-01-04,80.0
2022-01-05,80.8
2022-01-06,81.99
2022-01-07,81.75
2022-01-08,81.31
2022-01-09,81.31
2022-01-10,80.87
2022-01-11,83.72
2022-01-12,84.67
2022-01-13,84.47
2022-01-14,86.06
2022-01-15,86.27000000000001
2022-01-16,86.27000000000001
2022-01-17,86.48
2022-01-18,87.51
2022-01-19,88.44
2022-01-20,88.38
2022-01-21,87.89
2022-01-22,87.08
2022-01-23,87.08
2022-01-24,86.27
2022-01-25,88.2
2022-01-26,88.74
2022-01-27,88.17
2022-01-28,90.03
2022-01-29,90.62
2022-01-30,90.62
2022-01-31,91.21
2022-02-01,89.16
2022-02-02,89.47
2022-02-03,91.11
2022-02-04,93.27
2022-02-05,92.97999999999999
2022-02-06,92.97999999999999
2022-02-07,92.69
2022-02-08,90.78
2022-02-09,91.55
2022-02-10,91.41
2022-02-11,94.44
2022-02-12,95.46000000000001
2022-02-13,95.46000000000001
2022-02-14,96.48
2022-02-15,93.28
2022-02-16,94.81
2022-02-17,92.97
2022-02-18,93.54
2022-02-19,94.465
2022-02-20,94.465
2022-02-21,95.39
2022-02-22,96.84
2022-02-23,96.84
2022-02-24,99.08
2022-02-25,97.93
2022-02-26,99.46000000000001
2022-02-27,99.46000000000001
2022-02-28,100.99
2022-03-01,104.97
2022-03-02,112.93
2022-03-03,110.46
2022-03-04,118.11
2022-03-05,120.66
2022-03-06,120.66
2022-03-07,123.21
2022-03-08,127.98
2022-03-09,111.14
2022-03-10,109.33
2022-03-11,112.67
2022-03-12,109.785
2022-03-13,109.785
2022-03-14,106.9
2022-03-15,99.91
2022-03-16,98.02
2022-03-17,106.64
2022-03-18,107.93
2022-03-19,111.775
2022-03-20,111.775
2022-03-21,115.62
2022-03-22,115.48
2022-03-23,121.6
2022-03-24,119.03
2022-03-25,120.65
2022-03-26,116.565
2022-03-27,116.565
2022-03-28,112.48
2022-03-29,110.23
2022-03-30,113.45
2022-03-31,107.91
2022-04-01,104.39
2022-04-02,105.96000000000001
2022-04-03,105.96000000000001
2022-04-04,107.53
2022-04-05,106.64
2022-04-06,101.07
2022-04-07,100.58
2022-04-08,102.78
2022-04-09,100.63
2022-04-10,100.63
2022-04-11,98.48
2022-04-12,104.64
2022-04-13,108.78
2022-04-14,111.7
2022-04-15,112.43
2022-04-16,112.43
2022-04-17,112.43
2022-04-18,113.16
2022-04-19,107.25
2022-04-20,106.8
2022-04-21,108.33
2022-04-22,106.65
2022-04-23,105.605
2022-04-24,104.56
2022-04-25,102.29
2022-04-26,104.61
2022-04-27,104.95
2022-04-28,107.59
2022-04-29,109.34
2022-04-30,108.46000000000001
